介绍	35
鱼	218
累	292
课	159
上班	198
旁边	411
运动	184
去年	456
报纸	382
颜色	154
机场	33
唱歌	74
千	390
好吃	329
考试	205
左边	223
姓	158
百	250
雪	259
贵	255
生病	211
游泳	257
牛奶	446
右边	337
便宜	284
公共汽车	251
起床	277
打篮球	218
鸡蛋	313
踢足球	256
零	91
手表	67
旅游	118
服务员	290
宾馆	194
教室	64
跑步	252
阴	230
面条	214
铅笔	295
火车站	266
西瓜	244
羊肉	249
晴	194
啊	206
还	194
把	226
过	357
如果	247
只	328
被	144
跟	186
自己	148
用	425
像	194
为	389
需要	251
应该	341
起来	175
才	282
又	153
拿	162
更	105
带	149
然后	309
一样	191
当然	34
相信	92
认为	53
明白	298
一直	263
地	225
地方	217
离开	437
一定	140
还是	415
发	263
发现	8
而且	394
必须	247
放	92
为了	320
向	119
老	439
位	257
先	130
种	104
最后	72
其他	144
记得	123
或者	257
过去	23
担心	64
条	181
以前	72
长	283
世界	310
重要	226
别人	125
机会	161
张	344
接	231
比赛	155
关	338
关系	159
马	282
马上	76
决定	185
关于	19
难	212
了解	111
站	254
结束	193
清楚	128
愿意	125
花	272
照片	299
欢迎	279
总是	62
嘴	106
参加	69
办法	28
选择	250
坏	340
打算	190
试	326
特别	206
注意	227
其实	42
小心	264
久	303
只有才	392
讲	136
故事	21
换	110
结婚	204
段	146
努力	149
害怕	220
刚才	77
节目	110
辆	245
万	246
解决	31
办公室	175
奇怪	109
同意	63
游戏	388
帮忙	308
国家	261
最近	31
声音	53
可爱	381
分	238
完成	391
半	164
要求	354
除了	91
容易	79
教	258
脸	267
简单	281
检查	280
音乐	258
越	77
照顾	80
聪明	334
甜	197
突然	156
终于	180
船	152
口	263
回答	210
礼物	266
头发	61
关心	107
脚	204
生气	214
哭	264
画	302
年轻	177
包	242
腿	403
忘记	85
搬	48
楼	369
遇到	433
新闻	263
比较	108
双	211
见面	44
经常	267
城市	44
一会儿	252
附近	251
借	324
影响	72
认真	187
米	251
差	121
银行	201
安静	77
多么	192
饿	188
根据	12
几乎	51
后来	114
动物	32
西	328
一边	127
舒服	179
一般	59
叔叔	146
疼	337
迟到	181
历史	202
啤酒	203
短	160
经过	198
周末	212
班	284
习惯	31
公园	226
干净	81
鸟	274
健康	8
树	278
蛋糕	197
元	275
客人	179
会议	76
奶奶	230
裤子	263
邻居	121
经理	222
层	207
灯	243
练习	61
爷爷	212
蓝	298
难过	68
中间	297
帽子	198
司机	49
旧	199
满意	140
骑	235
太阳	416
极	225
主要	157
同事	141
鼻子	207
角	307
变化	91
东	374
年级	365
环境	183
胖	300
地图	176
面包	308
电子邮件	162
耳朵	250
裙子	148
新鲜	403
放心	182
聊天	43
南	399
热情	226
信用卡	221
电梯	23
方便	63
洗手间	220
洗澡	224
饮料	75
校长	83
水平	152
作业	228
衬衫	199
成绩	21
碗	75
阿姨	188
图书馆	303
文化	216
绿	196
打扫	37
草	181
冰箱	68
数学	369
自行车	338
着急	253
瘦	178
提高	294
起飞	332
矮	146
地铁	163
体育	301
刻	167
护照	152
节日	203
盘子	335
一共	167
瓶子	168
街道	52
锻炼	155
感冒	174
爱好	382
超市	420
月亮	398
饱	29
有名	156
香蕉	191
笔记本	189
夏	243
菜单	231
北方	261
上网	183
季节	273
渴	309
发烧	57
不但而且​	313
空调	94
照相机	388
春	212
伞	243
公斤	103
个子	60
熊猫	195
刷牙	150
复习	51
冬	220
请假	6
中文	254
秋	381
句子	150
行李箱	74
筷子	219
皮鞋	296
爬山	217
黑板	167
感兴趣	214
词典	238
留学	69
刮风	247
黄河	174
得	48
死	170
干	172
而	167
等	139
当	219
所有	94
也许	47
行	142
不过	233
发生	127
一切	98
抱	182
抱歉	42
感觉	80
肯定	213
棒	178
以	33
以为	44
掉	172
生活	124
之	81
任何	41
与	94
弄	143
却	197
继续	216
够	60
父亲	383
完全	219
可是	194
谈	199
好像	209
警察	270
场	148
刚	87
呀	247
情况	170
只要	199
份	384
底	15
到底	20
成为	106
永远	198
安全	166
留	197
计划	113
俩	179
停	13
感谢	13
敢	191
从来	66
赢	58
消息	51
拉	274
原因	95
连	46
确实	93
挺	122
保证	38
接受	65
改变	162
麻烦	59
出现	205
不管	25
甚至	113
保护	185
真正	278
结果	317
当时	215
至少	37
律师	98
表演	146
无	31
猜	90
咱们	156
进行	82
内	90
是否	129
调查	10
成功	82
考虑	9
约会	4
通过	95
开心	296
母亲	219
主意	156
倒	45
解释	80
联系	99
证明	256
生命	137
难道	15
由	24
指	188
危险	231
讨厌	330
醒	30
样子	175
有趣	45
提	185
部分	20
理解	274
重	100
任务	97
使	182
转	216
博士	133
紧张	78
放弃	44
大概	34
重新	19
其中	13
来自	212
本来	150
并且	186
直接	10
对于	160
正常	347
遍	74
冷静	70
方法	170
扔	60
能力	290
另外	85
放松	238
丢	177
负责	141
梦	360
戴	3
错误	139
随便	251
经历	30
支持	163
建议	41
否则	84
光	133
安排	116
钥匙	232
信息	52
全部	76
首先	138
照	244
交	91
台	318
坚持	79
生意	79
火	249
即使	118
到处	32
挂	180
道歉	41
可怜	79
实在	119
骗	104
原谅	30
乱	35
差不多	184
满	130
假	28
研究	290
打扰	85
正确	22
收	168
秒	176
同时	255
提供	157
输	136
号码	329
座	205
比如	136
严重	138
脱	24
陪	127
法律	137
值得	80
使用	267
方面	172
原来	77
讨论	175
说明	67
仍然	53
动作	195
受到	106
赶	98
怀疑	52
拒绝	114
演员	159
破	309
因此	223
答案	90
活动	118
既然	167
通知	44
不得不	60
无论	124
刀	233
适合	98
失望	222
允许	13
意见	181
获得	71
要是	202
邀请	77
尽管	42
浪费	134
失败	176
责任	164
美丽	215
压力	60
味道	60
厉害	103
出发	61
兴奋	5
观众	44
反对	63
精彩	50
感情	269
演出	137
愉快	32
开玩笑	143
杂志	45
合适	79
广告	38
自然	166
深	177
取	166
短信	48
地球	295
帅	120
推	64
关键	43
空	270
究竟	28
恐怕	263
躺	12
聚会	29
方向	98
幸福	158
接着	13
技术	193
困	52
困难	209
正好	62
提醒	131
旅行	246
激动	30
骄傲	57
毛	194
节	347
许多	181
顺利	65
职业	141
赚	30
地址	195
于是	124
收拾	215
周围	81
爱情	31
尊重	199
十分	151
教授	73
超过	68
寄	199
顺便	27
无聊	57
目的	193
低	365
剩	63
复杂	180
社会	129
故意	56
好处	110
竟然	236
表示	165
印象	110
出生	135
估计	90
地点	24
轻	170
轻松	191
作用	49
举	203
小伙子	130
著名	99
免费	160
伤心	25
记者	165
仔细	93
巧克力	338
辣	116
互相	179
厕所	63
过程	22
申请	51
引起	136
发展	294
毕业	262
正式	58
厨房	25
专业	42
吸引	218
心情	304
祝贺	35
条件	12
千万	35
糖	189
趟	135
由于	271
密码	270
倍	100
擦	65
尤其	254
经验	157
盒子	204
干杯	83
看法	137
脏	114
艺术	325
速度	55
勇敢	38
数字	228
暂时	58
优秀	36
笑话	104
可惜	42
响	229
省	289
笨	186
科学	204
餐厅	169
各	296
距离	107
窗户	163
空气	33
护士	42
后悔	63
大约	145
内容	63
规定	304
效果	91
现金	331
儿童	49
租	61
篇	204
浪漫	209
态度	22
自信	141
吃惊	47
熟悉	8
按照	77
世纪	112
回忆	134
相同	186
重点	91
教育	51
受不了	96
皮肤	358
区别	40
左右	63
阳光	315
页	199
文章	153
语言	201
标准	29
管理	156
误会	42
桥	10
举行	234
肚子	126
不仅	169
饼干	225
国际	197
信心	220
抬	135
竞争	15
汤	129
作家	63
诚实	306
顾客	50
存	146
香	126
打扮	133
交流	97
年龄	94
小说	153
符合	47
交通	3
共同	207
稍微	17
增加	63
敲	62
适应	24
苦	194
辛苦	139
然而	107
耐心	181
将来	68
沙发	330
最好	308
禁止	135
经济	148
座位	179
购物	110
抽烟	135
航班	25
礼貌	51
提前	28
判断	17
胳膊	170
整理	164
森林	251
同情	163
网站	313
商量	76
眼镜	63
镜子	182
广播	153
专门	21
弹钢琴	43
尝	15
流行	42
材料	46
对话	44
详细	21
随着	11
降落	204
功夫	153
严格	76
日记	64
偶尔	66
实际	86
友好	258
相反	28
大夫	332
友谊	60
准确	16
平时	16
对面	53
脾气	58
价格	254
性格	216
鼓励	41
及时	128
迷路	8
棵	57
理想	42
工资	223
散步	36
只好	251
感动	33
知识	94
难受	51
奖金	233
幽默	53
孙子	144
汗	47
收入	139
酸	147
公里	264
害羞	50
基础	25
准时	19
积极	6
富	34
力气	59
入口	332
袜子	180
烦恼	141
举办	56
修理	283
减少	60
亲戚	108
参观	98
丰富	20
果汁	222
毛巾	300
作者	141
海洋	65
批评	57
排队	56
例如	45
植物	66
穷	87
家具	143
盐	178
温度	44
数量	55
逛	61
厚	251
亚洲	314
来不及	180
师傅	68
污染	45
来得及	33
减肥	201
客厅	43
缺少	103
老虎	243
降低	56
云	169
质量	79
学期	137
卫生间	146
网球	141
其次	163
打招呼	19
表格	13
阅读	128
信封	15
顺序	5
放暑假	5
乘坐	157
重视	113
推迟	114
缺点	87
加油站	135
首都	145
羡慕	87
零钱	66
暖和	139
懒	23
出差	35
民族	207
传真	30
优点	146
垃圾桶	151
加班	141
房东	48
按时	81
葡萄	177
往往	43
高速公路	107
得意	197
特点	65
合格	221
性别	61
报名	10
互联网	206
景色	137
大使馆	49
总结	24
热闹	98
郊区	82
咳嗽	126
签证	47
咸	145
打印	108
活泼	110
邮局	180
牙膏	60
气候	262
勺子	216
付款	241
理发	47
复印	203
词语	120
表扬	204
打针	155
普遍	200
堵车	59
叶子	188
打折	69
排列	22
凉快	124
塑料袋	96
导游	78
小吃	221
西红柿	200
招聘	117
节约	122
硕士	36
乒乓球	321
积累	70
橡皮	213
应聘	54
矿泉水	186
长城	306
语法	52
礼拜天	134
饺子	66
国籍	65
售货员	153
翻译	276
流利	103
粗心	28
养成	155
马虎	143
百分之	209
普通话	31
登机牌	75
占线	74
包子	325
羽毛球	217
烤鸭	152
寒假	38
长江	111
预习	33
填空	59
京剧	33
嗯	316
杀	245
所	113
正	262
搞	16
亲爱	10
宝贝	133
枪	196
如何	51
女士	72
根	144
根本	29
确定	190
兄弟	24
抓	181
或许	138
救	44
唯一	88
表现	189
拍	107
呆	39
绝对	25
整个	167
处理	33
行动	15
失去	141
派	71
靠	50
作为	52
曾经	27
总统	105
伤害	59
控制	15
首	337
偷	125
哈	68
糟糕	44
保持	71
证据	41
事实	118
家庭	8
装	154
秘密	105
直	64
简直	274
的确	234
血	142
方	153
方式	54
瞧	42
疯狂	31
片	228
记录	138
太太	98
非	93
除非	59
傻	132
阻止	56
想象	13
完美	167
克	168
目标	211
精神	75
碰	196
系	81
系统	58
滚	178
报告	63
人类	77
冲	51
自由	91
套	95
姑娘	10
手术	80
必要	119
痛苦	41
存在	204
组	48
以及	91
个人	152
代表	137
意义	111
承认	11
理由	159
显然	20
政府	149
幸运	118
信任	76
未来	11
吓	113
治疗	148
行为	28
婚礼	13
组织	250
老板	255
合作	227
支	191
老婆	61
可怕	93
中心	153
明显	47
消失	145
位置	49
答应	91
撞	266
似乎	21
力量	134
命令	104
威胁	37
日子	246
享受	46
战争	142
恭喜	129
利用	47
恨	253
训练	143
酒吧	135
身份	41
模特	44
一旦	20
追	40
群	160
面对	149
居然	22
雷	59
真实	294
人生	50
受伤	82
夜	100
属于	165
出色	110
目前	26
锁	73
梦想	222
人员	159
英雄	221
感受	49
吻	112
逃	92
数	161
公寓	21
文件	120
寻找	75
烂	49
不然	112
欠	39
反应	54
意外	96
食物	116
遗憾	205
反正	48
设计	34
醉	38
私人	110
某	25
伟大	38
臭	68
自从	142
签	90
颗	141
朝	83
呼吸	141
明星	125
超级	59
破坏	98
角色	21
顿	11
便	14
包括	108
时刻	130
相当	67
闻	109
平	283
公平	107
堆	14
俱乐部	64
通常	221
咬	136
造成	54
信号	136
充满	182
断	35
抢	119
现实	138
恢复	51
确认	66
怀孕	64
资料	231
婚姻	146
圈	80
脑袋	44
分手	187
心理	65
项	86
记忆	128
紧急	71
接近	28
吵	133
权利	97
冠军	12
教练	36
随时	81
对方	16
敌人	75
背	89
人物	69
猪	278
感激	27
嫁	15
挑战	38
状态	81
报道	111
参与	96
彼此	17
到达	56
显示	238
立刻	237
吐	127
取消	241
等待	154
离婚	12
尽力	96
庆祝	10
假装	47
吹	69
在乎	15
状况	79
心脏	263
似的	65
国王	140
项目	245
集中	14
实话	209
表情	95
冒险	37
胜利	14
官	130
期待	55
保险	15
单独	13
专家	214
赶快	83
风格	47
机器	120
尽快	50
价值	165
切	55
墙	178
彻底	82
翻	19
摆	119
请求	82
命运	137
特殊	43
老实	92
年代	249
士兵	267
以来	98
屋子	176
制造	240
退	116
戒	222
戒指	128
洞	276
作品	278
则	24
去世	49
规则	91
说服	78
产生	52
布	24
时代	146
接触	48
卡车	113
规矩	121
部门	95
基本	95
分析	9
地区	201
导致	13
对待	58
主人	219
宣布	18
空间	143
油炸	203
念	9
想念	17
程序	42
炒	127
情绪	14
创造	39
范围	150
称	182
尽量	7
亲自	42
石头	46
顶	171
细节	54
道理	68
运气	65
喊	105
制作	116
相处	141
度过	76
奇迹	33
媒体	29
赶紧	13
匹	141
建立	13
无所谓	41
表达	11
一辈子	46
神秘	151
实现	186
政治	73
巨大	229
对手	14
刺激	229
凭	161
废话	46
掌握	4
脖子	79
玩具	140
满足	46
传统	104
重复	141
欣赏	18
和平	92
支票	33
理论	21
角度	68
年纪	17
观察	194
老鼠	231
龙	282
盖	112
移动	251
不断	232
公主	84
滑	126
摸	21
思考	39
关闭	121
幻想	10
甩	152
伙伴	29
插	17
达到	144
总之	42
亮	125
程度	124
碎	68
在于	57
教训	95
权力	103
稳定	6
尊敬	80
玻璃	99
数据	46
坚强	5
勇气	131
员工	128
好奇	52
了不起	53
砍	41
假设	61
土地	225
借口	41
抱怨	111
承受	13
时尚	52
病毒	116
设备	121
硬	39
娶	26
过分	132
投资	114
对象	9
一致	90
魅力	123
实验	207
恋爱	47
话题	15
市场	111
团	200
建筑	48
王子	46
损失	52
自豪	12
投入	116
成熟	141
表明	71
幅	125
骨头	117
工具	206
踩	97
假如	93
合同	139
争取	78
胸	65
当地	15
微笑	127
出口	43
蛇	78
乖	43
内部	72
姿势	11
瞎	26
卧室	130
手指	128
哎	116
资格	73
辞职	115
合法	120
搜索	52
工厂	131
独立	202
决赛	41
网络	41
毛病	58
晕	194
公开	45
观点	53
说不定	119
交换	45
拥抱	85
万一	103
发明	91
重大	272
组合	60
思想	147
针对	38
具体	110
领导	270
主题	47
牙齿	142
绕	49
主任	110
系领带	61
驾驶	159
应付	20
财产	43
吵架	109
高级	43
服装	16
风险	46
欧洲	129
挡	195
后果	231
个性	81
交往	57
避免	32
立即	12
批	11
保留	26
捡	133
持续	172
猴子	156
采取	23
类型	155
升	10
金属	65
合理	33
期间	66
暗	125
退休	19
精力	30
产品	126
胡说	34
挥	8
指挥	112
自动	175
法院	62
丑	117
平静	154
依然	75
蹲	38
发表	59
演讲	130
滴	26
成长	188
深刻	98
划	63
光临	80
诗	120
占	97
唉	92
背景	91
救护车	102
模仿	52
采访	72
评价	59
强烈	94
挣	184
阶段	51
违反	14
否认	69
逃避	34
频道	208
物质	76
时期	145
传说	128
射击	60
伸	35
愿望	10
形象	43
兔子	154
事物	13
绳子	54
发挥	29
纪念	61
倒霉	17
使劲儿	18
毕竟	2
道德	18
安慰	47
肌肉	22
娱乐	159
睁	25
经典	133
显得	134
追求	127
进步	76
趁	35
敏感	45
博物馆	25
遵守	117
煮	243
承担	48
拆	122
天空	169
至于	13
骂	46
登记	8
指导	24
不安	82
相关	27
身材	30
讽刺	15
抓紧	100
圆	223
沉默	39
严肃	130
配合	57
称呼	67
逗	24
标志	144
摇	105
平常	222
完整	86
肩膀	105
宣传	74
谈判	39
隔壁	45
自私	77
商业	138
沙漠	150
手套	139
亿	123
面临	29
等于	159
当心	47
课程	66
经营	101
出席	141
字母	148
项链	90
资金	65
哪怕	6
原则	1
劝	62
纪录	157
玉米	114
灰	56
宠物	99
广场	82
限制	45
无数	53
烫	114
善良	49
表面	141
智慧	43
主席	6
主动	37
联合	44
漏	31
气氛	61
批准	136
可靠	28
体验	189
录音	108
黄金	63
编辑	34
优势	160
临时	123
温柔	63
成就	10
方案	120
形容	9
利益	99
询问	31
捐	42
军事	131
销售	97
结论	82
平衡	32
良好	98
自愿	34
工人	135
祝福	32
措施	33
化学	109
调整	5
胃	44
过敏	48
包裹	29
妇女	58
总算	76
地毯	78
宴会	23
怀念	112
代替	116
干脆	13
温暖	79
出版	140
主持	58
连续	54
缺乏	12
义务	14
蜜蜂	77
夸	128
夸张	13
保存	84
如今	119
不如	181
迟早	58
电台	31
推荐	135
鼓掌	17
撕	59
糊涂	20
咨询	105
燃烧	107
豪华	56
青	94
轻易	167
软	112
人口	116
银	193
功能	105
明确	31
激烈	130
把握	68
集合	12
秘书	86
扶	26
闯	78
事先	92
复制	113
闪电	109
摄影	109
车库	140
破产	32
沙滩	57
移民	6
着火	95
赞成	15
热爱	172
日期	44
摩托车	107
形式	95
结合	11
矛盾	6
相似	11
现象	61
领域	67
充分	11
电池	219
据说	100
平安	15
家乡	139
迅速	77
前途	81
现代	64
成立	89
弱	46
妨碍	136
装饰	61
诊断	29
资源	58
成人	21
独特	71
体会	10
腰	109
生产	107
播放	59
光明	35
贷款	6
胆小鬼	36
钓	180
地震	21
转变	57
组成	48
最初	25
摘	120
各自	21
专心	63
告别	13
贡献	101
始终	12
地位	102
打交道	74
账户	116
股票	14
行业	39
形成	40
戏剧	8
执照	90
沟通	9
汽油	103
健身	94
披	14
寂寞	56
单位	109
论文	116
多亏	157
固定	160
口味	28
册	7
注册	36
英俊	66
木头	61
果然	17
公布	110
至今	18
乐观	54
争论	29
陌生	71
名片	112
业余	17
人才	117
失业	23
难怪	101
歪	120
全面	88
克服	47
计算	100
收获	152
歇	66
有利	39
谨慎	151
甲	133
犹豫	53
从此	8
企业	126
下载	130
狮子	79
青少年	85
展开	77
双方	80
象征	69
开放	11
忍不住	101
大型	87
冻	81
晒	60
文明	21
舒适	49
大象	100
因素	56
不足	23
疑问	3
操心	19
雾	97
从前	32
运用	38
天真	31
土豆	68
偶然	61
翅膀	10
列车	54
香肠	31
极其	39
届	111
决心	80
位于	124
传播	64
从事	57
宽	120
迎接	15
蝴蝶	19
反而	62
总裁	106
尾巴	118
点心	106
抽屉	69
剪刀	74
朵	125
阵	51
狡猾	151
风景	83
写作	101
大厦	63
赞美	21
其余	39
结构	116
洒	13
证件	82
热烈	188
发言	83
辩论	23
能源	73
摔倒	73
胃口	138
落后	16
传染	135
特征	32
实习	57
不要紧	170
忽视	79
赔偿	15
逻辑	63
肥皂	54
物理	88
输入	109
管子	55
拦	116
宝贵	97
情景	10
概念	30
招待	7
逐渐	128
安装	75
修改	137
分别	59
蔬菜	121
语气	123
设施	17
珍惜	83
握手	30
成果	26
奋斗	18
培养	102
锅	72
秩序	29
形状	8
装修	44
成分	11
影子	50
催	44
铃	35
薄	53
税	85
宿舍	42
痒	29
浓	67
仿佛	10
要不	21
业务	100
运输	28
制定	32
收据	47
工程师	105
宁可	85
神话	31
桃	61
耽误	6
问候	35
待遇	49
提问	53
核心	79
打工	65
开发	94
维修	21
文字	110
本质	38
麦克风	148
统一	120
模糊	30
补充	30
花生	39
嘉宾	8
分配	94
形势	23
软件	58
平等	100
青春	21
零件	10
浅	64
多余	22
会计	159
发抖	23
工业	131
耳环	89
日常	95
体贴	16
飘	79
冰激凌	81
善于	15
球迷	142
集体	24
改进	101
时髦	41
生长	22
测验	26
吸收	80
担任	3
怪不得	41
随身	18
培训	49
县	18
改善	51
总共	102
文学	72
打听	36
日程	93
彩虹	19
平均	57
劳驾	41
此外	45
制度	132
相对	125
扩大	21
单纯	23
录取	17
阳台	29
牛仔裤	72
简历	59
后背	38
利润	27
窗帘	33
重量	120
丝毫	39
商品	100
反复	7
台阶	96
辣椒	90
突出	7
涨	58
出示	62
地道	96
强调	77
转告	33
活跃	54
展览	129
删除	52
豆腐	116
舅舅	41
忽然	12
包含	38
农民	14
志愿者	45
危害	52
恶劣	60
责备	17
哲学	45
反映	43
柜台	28
眉毛	165
抄	40
悄悄	30
贸易	51
接待	26
特色	52
辅导	79
具备	36
何况	55
纪律	22
对比	82
色彩	177
构成	46
车厢	16
消化	46
姑姑	79
围巾	62
体现	32
规律	5
乐器	89
密切	65
不得了	10
外交	48
观念	14
否定	40
鼓舞	14
递	30
浇	37
规模	43
艰苦	143
嗓子	56
召开	17
佩服	36
整体	18
营养	65
报社	22
报到	41
手工	119
幼儿园	92
启发	9
吨	99
盆	73
匆忙	98
吸取	42
及格	17
从而	28
何必	73
火柴	63
目录	62
淡	77
嫩	77
结实	24
痛快	18
综合	61
手续	53
优美	86
古代	25
导演	23
壶	12
围绕	13
延长	51
外公	61
兼职	31
营业	101
利息	6
题目	128
消费	11
岸	59
预订	54
效率	120
预防	61
缓解	68
休闲	33
谦虚	78
昆虫	44
客观	40
坚决	5
流泪	51
感想	31
亲切	12
比例	25
必然	17
爱心	140
过期	20
海关	41
消极	31
夏令营	53
日历	41
勿	63
淘气	113
拥挤	31
透明	141
节省	20
看望	95
梨	90
建设	64
热心	53
劳动	65
灵活	40
流传	43
家务	24
称赞	73
参考	63
躲藏	10
古典	86
改革	56
周到	53
高档	74
名牌	27
讨价还价	86
数码	148
实践	27
零食	55
灰尘	42
总理	6
大方	23
发达	39
厘米	21
个别	34
预报	65
紫	79
盼望	60
地理	26
陆地	49
惭愧	20
浏览	68
性质	18
动画片	134
醋	79
常识	14
印刷	79
胶水	70
进口	64
种类	31
池塘	24
主张	4
生动	41
操场	16
坦率	81
上当	78
钢铁	103
疲劳	41
用途	84
整齐	71
失眠	18
轮流	41
罚款	38
商务	19
粗糙	98
键盘	112
叉子	43
巧妙	9
迫切	61
单元	52
苗条	56
未必	23
熬夜	57
描写	127
丝绸	69
幸亏	25
原料	58
词汇	32
被子	8
征求	8
应用	81
海鲜	39
完善	64
步骤	60
武术	112
平方	17
潮湿	80
学术	20
悲观	39
差距	18
粮食	29
推广	29
促使	37
空闲	96
难免	7
小气	87
叙述	17
干燥	48
议论	40
改正	87
人事	57
初级	15
长途	4
急诊	15
优惠	130
美术	133
广泛	29
调皮	59
讲座	14
窄	14
斜	46
光滑	84
诚恳	21
熟练	24
冷淡	11
乙	112
面积	58
办理	10
农业	18
合影	6
舍不得	35
趋势	59
交际	6
繁荣	95
格外	33
主观	48
小麦	98
慌张	9
本领	19
梳子	51
分布	35
老百姓	41
促进	82
桔子	61
姥姥	112
中介	22
爱护	89
开幕式	63
勤奋	74
字幕	59
自觉	32
实用	68
象棋	99
兑换	16
照常	67
傍晚	99
夹子	45
讲究	6
用功	8
缩短	44
振动	23
不耐烦	64
单调	49
轻视	9
发票	83
学历	42
时差	101
岛屿	51
艰巨	4
纷纷	94
长辈	8
竹子	155
朗读	71
打喷嚏	44
一再	85
行人	109
可见	24
再三	105
酱油	46
灰心	33
样式	59
刻苦	17
悠久	44
作文	39
无奈	53
结账	36
寿命	115
因而	125
硬件	17
疼爱	66
游览	40
随手	152
抽象	32
逐步	93
试卷	4
委屈	19
书架	101
农村	47
除夕	9
押金	59
公元	54
充电器	20
退步	49
风俗	31
概括	9
果实	71
次要	114
往返	4
好客	81
着凉	71
提倡	7
拐弯	34
发愁	36
能干	113
看不起	53
广大	27
省略	12
均匀	22
湿润	21
吃亏	15
学问	97
鲜艳	42
内科	46
不见得	43
孝顺	102
光盘	52
声调	59
灾害	57
陆续	14
爱惜	78
国庆节	44
一律	45
片面	22
鞭炮	32
清淡	19
开水	65
馒头	43
经商	17
扇子	33
与其	59
日用品	118
胡同	19
干活儿	31
中旬	39
教材	21
鼠标	120
本科	7
文具	26
煤炭	36
推辞	11
急忙	9
提纲	3
成语	12
元旦	56
近代	105
汇率	69
华裔	32
粘贴	81
拼音	90
虚心	91
挂号	44
尺子	114
标点	59
归纳	8
太极拳	21
人民币	80
名胜古迹	34
连忙	127
哦	98
嘿	138
嗨	61
嘛	22
家伙	69
啦	58
喂	74
哇	60
拜托	6
而已	11
夫人	15
尸体	56
现场	68
监狱	7
啥	43
死亡	53
拥有	40
凶手	77
屁股	40
选手	34
投票	56
撒谎	28
武器	78
发誓	17
心眼儿	19
意识	114
线索	16
砸	53
失踪	56
真相	22
恐怖	39
性感	9
意味着	14
交易	5
恶心	59
舞蹈	126
副	80
事件	25
攻击	39
试图	33
淘汰	45
子弹	54
毒品	128
袭击	52
灵魂	79
爆炸	87
玩意儿	122
盯	48
愚蠢	19
跟踪	15
绑架	14
客户	53
将军	73
州	18
毫无	45
逮捕	33
成员	44
监视	7
警告	21
尝试	8
搭	58
搭档	7
对付	18
荣幸	73
队伍	81
同志	44
偶像	39
军队	107
侦探	38
确保	28
耍	34
战斗	23
展示	73
进展	4
乐意	87
丢三落四	63
解雇	7
时光	58
无辜	65
恐惧	23
惊讶	71
事业	31
不可思议	17
案件	22
档案	53
协议	10
抢劫	78
代价	95
背叛	27
天堂	39
释放	20
执行	39
报警	85
折	72
折磨	28
卷	51
艘	60
罪犯	59
情报	12
刺	11
暴力	15
事故	21
神经	12
牺牲	89
愤怒	16
婴儿	59
塔	56
信仰	63
魔鬼	67
孤独	98
惩罚	14
神奇	36
磅	18
承诺	38
间谍	21
确信	33
哼	16
尴尬	6
生物	47
